,userid,itemid
277,537,307
278,537,551
279,537,544
280,537,16
281,543,133
282,543,132
283,543,277
284,543,136
285,543,135
286,543,258
287,543,276
288,543,261
289,543,259
290,543,595
291,543,426
292,543,233
293,543,542
294,543,274
295,543,167
296,543,278
297,543,329
298,543,76
299,543,324
300,543,169
301,734,426
302,734,256
303,734,135
304,734,261
305,734,278
306,734,136
307,734,595
308,734,255
309,734,329
310,734,258
311,734,277
312,734,132
313,734,133
314,734,464
315,734,257
316,734,527
317,734,276
318,734,274
319,734,303
320,734,318
321,739,133
322,739,426
323,739,261
324,739,256
325,739,277
326,739,136
327,739,278
328,739,255
329,739,275
330,739,132
331,739,135
332,739,257
333,739,258
334,739,276
335,739,595
336,739,125
337,739,274
338,739,594
339,739,259
340,739,328
341,748,133
342,748,277
343,748,276
344,748,275
345,748,259
346,748,132
347,748,261
348,748,135
349,748,257
350,748,258
351,748,278
352,748,274
353,748,136
354,748,256
355,748,233
356,748,626
357,748,361
358,748,426
359,748,639
360,748,595
361,758,133
362,758,132
363,758,426
364,758,595
365,758,276
366,758,258
367,758,261
368,758,135
369,758,274
370,758,255
371,758,277
372,758,136
373,758,259
374,758,278
375,758,257
376,758,275
377,758,329
378,758,76
379,758,256
380,758,375
381,783,257
382,783,276
383,783,258
384,783,274
385,783,275
386,783,595
387,783,133
388,783,132
389,783,259
390,783,255
391,783,277
392,783,582
393,783,426
394,783,261
395,783,278
396,783,373
397,783,263
398,783,449
399,783,329
400,783,308
401,784,135
402,784,595
403,784,132
404,784,258
405,784,133
406,784,274
407,784,275
408,784,255
409,784,456
410,784,257
411,784,261
412,784,256
413,784,276
414,784,527
415,784,329
416,784,278
417,784,626
418,784,277
419,784,462
420,784,519
421,835,133
422,835,135
423,835,595
424,835,132
425,835,258
426,835,255
427,835,276
428,835,274
429,835,257
430,835,275
431,835,456
432,835,329
433,835,16
434,835,261
435,835,259
436,835,278
437,835,519
438,835,82
439,835,167
440,835,626
441,849,426
442,849,259
443,849,277
444,849,276
445,849,257
446,849,132
447,849,136
448,849,274
449,849,258
450,849,255
451,849,642
452,849,278
453,849,275
454,849,133
455,849,595
456,849,582
457,849,495
458,849,329
459,849,639
460,849,449
461,857,133
462,857,275
463,857,132
464,857,276
465,857,255
466,857,257
467,857,258
468,857,277
469,857,261
470,857,136
471,857,135
472,857,76
473,857,595
474,857,566
475,857,328
476,857,191
477,857,456
478,857,274
479,857,565
480,857,449
481,879,133
482,879,132
483,879,595
484,879,255
485,879,258
486,879,257
487,879,426
488,879,135
489,879,328
490,879,261
491,879,275
492,879,449
493,879,329
494,879,274
495,879,263
496,879,542
497,879,375
498,879,519
499,879,189
500,879,276
501,935,133
502,935,255
503,935,259
504,935,135
505,935,132
506,935,277
507,935,136
508,935,257
509,935,278
510,935,275
511,935,258
512,935,426
513,935,274
514,935,261
515,935,595
516,935,256
517,935,276
518,935,329
519,935,503
520,935,519
521,947,257
522,947,275
523,947,133
524,947,255
525,947,276
526,947,258
527,947,274
528,947,261
529,947,595
530,947,278
531,947,328
532,947,263
533,947,373
534,947,582
535,947,67
536,947,82
537,947,426
538,947,135
539,947,259
540,947,132
541,958,276
542,958,255
543,958,274
544,958,426
545,958,595
546,958,135
547,958,301
548,958,642
549,958,519
550,958,278
551,958,259
552,958,258
553,958,136
554,958,256
555,958,527
556,958,257
557,958,329
558,958,211
559,958,373
560,958,88
561,973,133
562,973,255
563,973,426
564,973,132
565,973,257
566,973,258
567,973,136
568,973,595
569,973,261
570,973,278
571,973,274
572,973,276
573,973,135
574,973,329
575,973,263
576,973,449
577,973,277
578,973,275
579,973,259
580,973,519
581,974,133
582,974,259
583,974,255
584,974,426
585,974,275
586,974,274
587,974,257
588,974,132
589,974,276
590,974,277
591,974,136
592,974,258
593,974,582
594,974,278
595,974,449
596,974,595
597,974,321
598,974,88
599,974,308
600,974,211
601,983,133
602,983,277
603,983,135
604,983,136
605,983,132
606,983,456
607,983,275
608,983,261
609,983,258
610,983,255
611,983,233
612,983,278
613,983,626
614,983,169
615,983,256
616,983,191
617,983,276
618,983,259
619,983,310
620,983,16
621,984,135
622,984,276
623,984,595
624,984,277
625,984,257
626,984,258
627,984,274
628,984,426
629,984,132
630,984,275
631,984,278
632,984,259
633,984,256
634,984,261
635,984,329
636,984,255
637,984,136
638,984,301
639,984,503
640,984,519
641,987,133
642,987,426
643,987,255
644,987,256
645,987,259
646,987,136
647,987,278
648,987,277
649,987,135
650,987,274
651,987,276
652,987,275
653,987,595
654,987,261
655,987,132
656,987,258
657,987,257
658,987,642
659,987,519
660,987,218
661,1034,133
662,1034,276
663,1034,132
664,1034,135
665,1034,258
666,1034,595
667,1034,274
668,1034,255
669,1034,257
670,1034,261
671,1034,275
672,1034,278
673,1034,277
674,1034,259
675,1034,76
676,1034,136
677,1034,82
678,1034,329
679,1034,16
680,1034,263
681,1035,276
682,1035,133
683,1035,274
684,1035,277
685,1035,278
686,1035,135
687,1035,259
688,1035,136
689,1035,256
690,1035,233
691,1035,258
692,1035,275
693,1035,426
694,1035,261
695,1035,595
696,1035,132
697,1035,255
698,1035,92
699,1035,257
700,1035,78
701,1037,276
702,1037,426
703,1037,133
704,1037,595
705,1037,275
706,1037,135
707,1037,274
708,1037,255
709,1037,256
710,1037,301
711,1037,258
712,1037,257
713,1037,278
714,1037,82
715,1037,132
716,1037,277
717,1037,328
718,1037,642
719,1037,136
720,1037,259
721,1054,426
722,1054,133
723,1054,136
724,1054,132
725,1054,595
726,1054,261
727,1054,135
728,1054,278
729,1054,256
730,1054,255
731,1054,277
732,1054,258
733,1054,276
734,1054,274
735,1054,329
736,1054,259
737,1054,257
738,1054,324
739,1054,495
740,1054,519
741,1059,133
742,1059,255
743,1059,132
744,1059,135
745,1059,259
746,1059,136
747,1059,278
748,1059,261
749,1059,277
750,1059,426
751,1059,274
752,1059,258
753,1059,256
754,1059,595
755,1059,275
756,1059,527
757,1059,257
758,1059,303
759,1059,322
760,1059,167
761,1079,133
762,1079,255
763,1079,276
764,1079,135
765,1079,275
766,1079,274
767,1079,426
768,1079,595
769,1079,259
770,1079,136
771,1079,256
772,1079,132
773,1079,277
774,1079,258
775,1079,278
776,1079,257
777,1079,301
778,1079,261
779,1079,527
780,1079,211
781,1093,133
782,1093,426
783,1093,276
784,1093,255
785,1093,136
786,1093,277
787,1093,259
788,1093,132
789,1093,258
790,1093,274
791,1093,257
792,1093,278
793,1093,449
794,1093,275
795,1093,329
796,1093,595
797,1093,582
798,1093,173
799,1093,642
800,1093,164
801,1095,426
802,1095,255
803,1095,276
804,1095,595
805,1095,274
806,1095,256
807,1095,278
808,1095,642
809,1095,133
810,1095,259
811,1095,136
812,1095,257
813,1095,519
814,1095,258
815,1095,275
816,1095,277
817,1095,261
818,1095,135
819,1095,328
820,1095,132
821,2634,133
822,2634,259
823,2634,132
824,2634,426
825,2634,276
826,2634,277
827,2634,274
828,2634,255
829,2634,258
830,2634,257
831,2634,275
832,2634,278
833,2634,136
834,2634,261
835,2634,595
836,2634,582
837,2634,308
838,2634,135
839,2634,639
840,2634,495
841,2635,133
842,2635,276
843,2635,261
844,2635,278
845,2635,255
846,2635,274
847,2635,426
848,2635,258
849,2635,257
850,2635,136
851,2635,132
852,2635,256
853,2635,259
854,2635,595
855,2635,76
856,2635,277
857,2635,263
858,2635,135
859,2635,635
860,2635,482
861,2643,133
862,2643,135
863,2643,276
864,2643,595
865,2643,132
866,2643,274
867,2643,258
868,2643,261
869,2643,256
870,2643,278
871,2643,255
872,2643,275
873,2643,426
874,2643,277
875,2643,462
876,2643,233
877,2643,136
878,2643,82
879,2643,76
880,2643,527
881,2659,276
882,2659,255
883,2659,135
884,2659,278
885,2659,274
886,2659,595
887,2659,256
888,2659,258
889,2659,257
890,2659,426
891,2659,261
892,2659,133
893,2659,16
894,2659,519
895,2659,301
896,2659,136
897,2659,120
898,2659,329
899,2659,275
900,2659,642
901,2674,278
902,2674,426
903,2674,261
904,2674,256
905,2674,255
906,2674,259
907,2674,277
908,2674,257
909,2674,274
910,2674,136
911,2674,133
912,2674,258
913,2674,135
914,2674,132
915,2674,276
916,2674,495
917,2674,125
918,2674,146
919,2674,155
920,2674,275
921,2679,276
922,2679,135
923,2679,595
924,2679,257
925,2679,258
926,2679,274
927,2679,255
928,2679,278
929,2679,132
930,2679,275
931,2679,133
932,2679,261
933,2679,426
934,2679,329
935,2679,277
936,2679,256
937,2679,301
938,2679,259
939,2679,519
940,2679,16
941,2687,426
942,2687,255
943,2687,259
944,2687,136
945,2687,274
946,2687,278
947,2687,519
948,2687,132
949,2687,595
950,2687,512
951,2687,642
952,2687,527
953,2687,135
954,2687,256
955,2687,133
956,2687,495
957,2687,173
958,2687,258
959,2687,277
960,2687,225
961,2695,276
962,2695,274
963,2695,135
964,2695,278
965,2695,257
966,2695,595
967,2695,258
968,2695,426
969,2695,256
970,2695,277
971,2695,261
972,2695,275
973,2695,133
974,2695,255
975,2695,301
976,2695,259
977,2695,132
978,2695,136
979,2695,16
980,2695,329
981,3269,135
982,3269,255
983,3269,133
984,3269,256
985,3269,595
986,3269,275
987,3269,274
988,3269,278
989,3269,261
990,3269,257
991,3269,276
992,3269,258
993,3269,132
994,3269,426
995,3269,301
996,3269,429
997,3269,277
998,3269,16
999,3269,519
1000,3269,259
1001,3414,133
1002,3414,426
1003,3414,255
1004,3414,132
1005,3414,595
1006,3414,276
1007,3414,136
1008,3414,259
1009,3414,274
1010,3414,258
1011,3414,275
1012,3414,135
1013,3414,278
1014,3414,261
1015,3414,256
1016,3414,519
1017,3414,328
1018,3414,277
1019,3414,257
1020,3414,218
1021,3418,259
1022,3418,274
1023,3418,426
1024,3418,255
1025,3418,276
1026,3418,135
1027,3418,595
1028,3418,278
1029,3418,132
1030,3418,258
1031,3418,257
1032,3418,277
1033,3418,275
1034,3418,519
1035,3418,261
1036,3418,301
1037,3418,256
1038,3418,136
1039,3418,270
1040,3418,133
1041,3479,133
1042,3479,277
1043,3479,426
1044,3479,276
1045,3479,135
1046,3479,136
1047,3479,132
1048,3479,256
1049,3479,275
1050,3479,261
1051,3479,595
1052,3479,278
1053,3479,258
1054,3479,255
1055,3479,274
1056,3479,257
1057,3479,259
1058,3479,233
1059,3479,329
1060,3479,324
1061,3741,257
1062,3741,258
1063,3741,135
1064,3741,274
1065,3741,276
1066,3741,133
1067,3741,132
1068,3741,278
1069,3741,261
1070,3741,16
1071,3741,595
1072,3741,626
1073,3741,263
1074,3741,259
1075,3741,277
1076,3741,255
1077,3741,275
1078,3741,48
1079,3741,582
1080,3741,329
1081,3794,133
1082,3794,275
1083,3794,255
1084,3794,257
1085,3794,132
1086,3794,277
1087,3794,259
1088,3794,258
1089,3794,426
1090,3794,136
1091,3794,595
1092,3794,135
1093,3794,329
1094,3794,321
1095,3794,449
1096,3794,623
1097,3794,48
1098,3794,373
1099,3794,156
1100,3794,276
1101,4107,133
1102,4107,255
1103,4107,136
1104,4107,426
1105,4107,278
1106,4107,256
1107,4107,261
1108,4107,277
1109,4107,257
1110,4107,135
1111,4107,274
1112,4107,258
1113,4107,276
1114,4107,259
1115,4107,464
1116,4107,329
1117,4107,120
1118,4107,263
1119,4107,132
1120,4107,125
1121,4109,426
1122,4109,133
1123,4109,255
1124,4109,276
1125,4109,595
1126,4109,261
1127,4109,256
1128,4109,328
1129,4109,136
1130,4109,278
1131,4109,274
1132,4109,30
1133,4109,132
1134,4109,258
1135,4109,339
1136,4109,375
1137,4109,260
1138,4109,164
1139,4109,238
1140,4109,635
1141,4135,133
1142,4135,255
1143,4135,275
1144,4135,426
1145,4135,259
1146,4135,132
1147,4135,136
1148,4135,257
1149,4135,277
1150,4135,261
1151,4135,274
1152,4135,256
1153,4135,135
1154,4135,258
1155,4135,595
1156,4135,278
1157,4135,276
1158,4135,636
1159,4135,321
1160,4135,328
1161,4138,133
1162,4138,255
1163,4138,426
1164,4138,275
1165,4138,132
1166,4138,261
1167,4138,256
1168,4138,136
1169,4138,259
1170,4138,328
1171,4138,636
1172,4138,257
1173,4138,594
1174,4138,595
1175,4138,135
1176,4138,218
1177,4138,134
1178,4138,27
1179,4138,278
1180,4138,605
1181,4139,135
1182,4139,133
1183,4139,276
1184,4139,255
1185,4139,278
1186,4139,274
1187,4139,256
1188,4139,257
1189,4139,275
1190,4139,261
1191,4139,258
1192,4139,595
1193,4139,277
1194,4139,259
1195,4139,16
1196,4139,426
1197,4139,301
1198,4139,136
1199,4139,557
1200,4139,132
1201,4153,133
1202,4153,275
1203,4153,259
1204,4153,255
1205,4153,132
1206,4153,274
1207,4153,135
1208,4153,257
1209,4153,277
1210,4153,258
1211,4153,276
1212,4153,261
1213,4153,595
1214,4153,82
1215,4153,308
1216,4153,636
1217,4153,321
1218,4153,76
1219,4153,278
1220,4153,127
1221,4154,133
1222,4154,259
1223,4154,132
1224,4154,255
1225,4154,135
1226,4154,275
1227,4154,274
1228,4154,595
1229,4154,258
1230,4154,277
1231,4154,426
1232,4154,136
1233,4154,261
1234,4154,158
1235,4154,278
1236,4154,167
1237,4154,527
1238,4154,636
1239,4154,257
1240,4154,127
1241,4157,133
1242,4157,132
1243,4157,276
1244,4157,275
1245,4157,277
1246,4157,257
1247,4157,258
1248,4157,426
1249,4157,595
1250,4157,255
1251,4157,136
1252,4157,259
1253,4157,135
1254,4157,274
1255,4157,329
1256,4157,261
1257,4157,278
1258,4157,449
1259,4157,167
1260,4157,542
1261,4178,259
1262,4178,426
1263,4178,132
1264,4178,278
1265,4178,274
1266,4178,133
1267,4178,255
1268,4178,136
1269,4178,277
1270,4178,135
1271,4178,258
1272,4178,261
1273,4178,276
1274,4178,595
1275,4178,256
1276,4178,495
1277,4178,257
1278,4178,158
1279,4178,167
1280,4178,639
1281,4179,255
1282,4179,426
1283,4179,133
1284,4179,259
1285,4179,274
1286,4179,278
1287,4179,595
1288,4179,276
1289,4179,136
1290,4179,135
1291,4179,519
1292,4179,132
1293,4179,256
1294,4179,258
1295,4179,261
1296,4179,642
1297,4179,527
1298,4179,512
1299,4179,218
1300,4179,257
1301,4184,133
1302,4184,261
1303,4184,275
1304,4184,132
1305,4184,255
1306,4184,259
1307,4184,426
1308,4184,278
1309,4184,277
1310,4184,135
1311,4184,256
1312,4184,257
1313,4184,274
1314,4184,258
1315,4184,595
1316,4184,136
1317,4184,594
1318,4184,76
1319,4184,115
1320,4184,276
1321,4187,133
1322,4187,426
1323,4187,257
1324,4187,277
1325,4187,136
1326,4187,361
1327,4187,258
1328,4187,261
1329,4187,132
1330,4187,276
1331,4187,329
1332,4187,278
1333,4187,449
1334,4187,328
1335,4187,255
1336,4187,263
1337,4187,48
1338,4187,495
1339,4187,176
1340,4187,259
1341,4193,133
1342,4193,276
1343,4193,135
1344,4193,275
1345,4193,277
1346,4193,136
1347,4193,132
1348,4193,595
1349,4193,426
1350,4193,256
1351,4193,255
1352,4193,258
1353,4193,329
1354,4193,233
1355,4193,257
1356,4193,456
1357,4193,274
1358,4193,218
1359,4193,324
1360,4193,161
1361,4194,133
1362,4194,255
1363,4194,259
1364,4194,257
1365,4194,132
1366,4194,274
1367,4194,258
1368,4194,426
1369,4194,275
1370,4194,136
1371,4194,276
1372,4194,595
1373,4194,582
1374,4194,278
1375,4194,277
1376,4194,449
1377,4194,135
1378,4194,519
1379,4194,261
1380,4194,263
1381,4198,133
1382,4198,255
1383,4198,259
1384,4198,257
1385,4198,274
1386,4198,278
1387,4198,275
1388,4198,276
1389,4198,261
1390,4198,426
1391,4198,258
1392,4198,135
1393,4198,582
1394,4198,132
1395,4198,256
1396,4198,277
1397,4198,67
1398,4198,136
1399,4198,595
1400,4198,263
1401,4310,426
1402,4310,133
1403,4310,276
1404,4310,136
1405,4310,278
1406,4310,277
1407,4310,261
1408,4310,259
1409,4310,274
1410,4310,256
1411,4310,132
1412,4310,233
1413,4310,173
1414,4310,258
1415,4310,595
1416,4310,135
1417,4310,30
1418,4310,255
1419,4310,361
1420,4310,92
1421,4415,133
1422,4415,275
1423,4415,277
1424,4415,135
1425,4415,255
1426,4415,257
1427,4415,132
1428,4415,276
1429,4415,261
1430,4415,258
1431,4415,256
1432,4415,274
1433,4415,136
1434,4415,259
1435,4415,595
1436,4415,278
1437,4415,321
1438,4415,16
1439,4415,82
1440,4415,191
1441,4419,133
1442,4419,257
1443,4419,255
1444,4419,132
1445,4419,275
1446,4419,258
1447,4419,259
1448,4419,277
1449,4419,274
1450,4419,261
1451,4419,136
1452,4419,135
1453,4419,48
1454,4419,582
1455,4419,278
1456,4419,449
1457,4419,595
1458,4419,263
1459,4419,276
1460,4419,329
1461,4510,276
1462,4510,135
1463,4510,277
1464,4510,426
1465,4510,256
1466,4510,595
1467,4510,275
1468,4510,133
1469,4510,233
1470,4510,136
1471,4510,132
1472,4510,274
1473,4510,258
1474,4510,278
1475,4510,551
1476,4510,329
1477,4510,301
1478,4510,259
1479,4510,324
1480,4510,527
1481,4726,133
1482,4726,255
1483,4726,275
1484,4726,135
1485,4726,276
1486,4726,274
1487,4726,595
1488,4726,257
1489,4726,256
1490,4726,426
1491,4726,259
1492,4726,301
1493,4726,258
1494,4726,278
1495,4726,211
1496,4726,519
1497,4726,277
1498,4726,218
1499,4726,132
1500,4726,212
1501,4793,133
1502,4793,276
1503,4793,257
1504,4793,275
1505,4793,258
1506,4793,595
1507,4793,277
1508,4793,255
1509,4793,135
1510,4793,329
1511,4793,274
1512,4793,136
1513,4793,16
1514,4793,132
1515,4793,426
1516,4793,373
1517,4793,557
1518,4793,212
1519,4793,449
1520,4793,278
1521,4795,133
1522,4795,275
1523,4795,257
1524,4795,277
1525,4795,255
1526,4795,276
1527,4795,135
1528,4795,258
1529,4795,132
1530,4795,595
1531,4795,426
1532,4795,136
1533,4795,259
1534,4795,274
1535,4795,256
1536,4795,329
1537,4795,278
1538,4795,261
1539,4795,373
1540,4795,557
1541,4941,276
1542,4941,426
1543,4941,257
1544,4941,595
1545,4941,258
1546,4941,132
1547,4941,329
1548,4941,277
1549,4941,274
1550,4941,136
1551,4941,449
1552,4941,255
1553,4941,642
1554,4941,133
1555,4941,519
1556,4941,275
1557,4941,328
1558,4941,189
1559,4941,542
1560,4941,135
1561,5108,133
1562,5108,261
1563,5108,278
1564,5108,426
1565,5108,256
1566,5108,255
1567,5108,257
1568,5108,277
1569,5108,136
1570,5108,275
1571,5108,594
1572,5108,125
1573,5108,24
1574,5108,115
1575,5108,259
1576,5108,274
1577,5108,263
1578,5108,9
1579,5108,132
1580,5108,77
1581,5410,595
1582,5410,276
1583,5410,135
1584,5410,132
1585,5410,258
1586,5410,133
1587,5410,274
1588,5410,426
1589,5410,255
1590,5410,257
1591,5410,329
1592,5410,261
1593,5410,136
1594,5410,278
1595,5410,277
1596,5410,519
1597,5410,275
1598,5410,259
1599,5410,542
1600,5410,527
1601,5726,133
1602,5726,257
1603,5726,276
1604,5726,255
1605,5726,275
1606,5726,258
1607,5726,595
1608,5726,426
1609,5726,329
1610,5726,277
1611,5726,328
1612,5726,136
1613,5726,274
1614,5726,449
1615,5726,263
1616,5726,132
1617,5726,135
1618,5726,16
1619,5726,557
1620,5726,256
1621,5793,133
1622,5793,255
1623,5793,259
1624,5793,136
1625,5793,426
1626,5793,278
1627,5793,274
1628,5793,277
1629,5793,132
1630,5793,257
1631,5793,275
1632,5793,258
1633,5793,261
1634,5793,135
1635,5793,256
1636,5793,276
1637,5793,582
1638,5793,449
1639,5793,623
1640,5793,155
1641,5826,255
1642,5826,133
1643,5826,426
1644,5826,595
1645,5826,256
1646,5826,135
1647,5826,519
1648,5826,275
1649,5826,218
1650,5826,274
1651,5826,134
1652,5826,276
1653,5826,120
1654,5826,211
1655,5826,193
1656,5826,67
1657,5826,212
1658,5826,513
1659,5826,527
1660,5826,278
1661,5926,255
1662,5926,133
1663,5926,426
1664,5926,595
1665,5926,259
1666,5926,274
1667,5926,135
1668,5926,132
1669,5926,275
1670,5926,519
1671,5926,276
1672,5926,258
1673,5926,257
1674,5926,278
1675,5926,136
1676,5926,256
1677,5926,218
1678,5926,301
1679,5926,527
1680,5926,642
1681,5941,276
1682,5941,275
1683,5941,257
1684,5941,135
1685,5941,274
1686,5941,133
1687,5941,301
1688,5941,258
1689,5941,373
1690,5941,277
1691,5941,595
1692,5941,255
1693,5941,557
1694,5941,259
1695,5941,16
1696,5941,278
1697,5941,211
1698,5941,88
1699,5941,256
1700,5941,62
1701,7268,133
1702,7268,255
1703,7268,426
1704,7268,261
1705,7268,275
1706,7268,259
1707,7268,257
1708,7268,278
1709,7268,277
1710,7268,136
1711,7268,132
1712,7268,256
1713,7268,274
1714,7268,258
1715,7268,135
1716,7268,125
1717,7268,595
1718,7268,9
1719,7268,276
1720,7268,263
1721,7341,133
1722,7341,275
1723,7341,256
1724,7341,135
1725,7341,255
1726,7341,276
1727,7341,277
1728,7341,257
1729,7341,278
1730,7341,261
1731,7341,274
1732,7341,136
1733,7341,595
1734,7341,426
1735,7341,16
1736,7341,258
1737,7341,310
1738,7341,557
1739,7341,211
1740,7341,218
1741,7415,133
1742,7415,257
1743,7415,258
1744,7415,329
1745,7415,595
1746,7415,276
1747,7415,263
1748,7415,255
1749,7415,132
1750,7415,426
1751,7415,449
1752,7415,136
1753,7415,328
1754,7415,261
1755,7415,48
1756,7415,297
1757,7415,50
1758,7415,164
1759,7415,151
1760,7415,199
1761,7510,133
1762,7510,132
1763,7510,255
1764,7510,426
1765,7510,595
1766,7510,258
1767,7510,519
1768,7510,136
1769,7510,329
1770,7510,257
1771,7510,449
1772,7510,542
1773,7510,276
1774,7510,259
1775,7510,167
1776,7510,189
1777,7510,275
1778,7510,135
1779,7510,513
1780,7510,161
1781,7826,133
1782,7826,255
1783,7826,259
1784,7826,426
1785,7826,275
1786,7826,277
1787,7826,132
1788,7826,136
1789,7826,257
1790,7826,258
1791,7826,274
1792,7826,595
1793,7826,276
1794,7826,278
1795,7826,135
1796,7826,449
1797,7826,582
1798,7826,261
1799,7826,329
1800,7826,495
1801,7841,135
1802,7841,595
1803,7841,133
1804,7841,527
1805,7841,255
1806,7841,132
1807,7841,456
1808,7841,258
1809,7841,276
1810,7841,519
1811,7841,161
1812,7841,218
1813,7841,87
1814,7841,329
1815,7841,136
1816,7841,167
1817,7841,274
1818,7841,529
1819,7841,256
1820,7841,124
1821,7945,133
1822,7945,257
1823,7945,255
1824,7945,275
1825,7945,258
1826,7945,132
1827,7945,595
1828,7945,276
1829,7945,329
1830,7945,136
1831,7945,426
1832,7945,277
1833,7945,449
1834,7945,328
1835,7945,263
1836,7945,135
1837,7945,297
1838,7945,48
1839,7945,212
1840,7945,274
1841,7958,278
1842,7958,259
1843,7958,274
1844,7958,261
1845,7958,255
1846,7958,256
1847,7958,257
1848,7958,135
1849,7958,277
1850,7958,258
1851,7958,136
1852,7958,372
1853,7958,276
1854,7958,155
1855,7958,426
1856,7958,275
1857,7958,582
1858,7958,133
1859,7958,16
1860,7958,495
1861,7985,277
1862,7985,133
1863,7985,426
1864,7985,256
1865,7985,136
1866,7985,275
1867,7985,276
1868,7985,261
1869,7985,132
1870,7985,278
1871,7985,259
1872,7985,135
1873,7985,233
1874,7985,361
1875,7985,257
1876,7985,324
1877,7985,258
1878,7985,78
1879,7985,274
1880,7985,551
1881,8413,133
1882,8413,255
1883,8413,132
1884,8413,623
1885,8413,136
1886,8413,540
1887,8413,449
1888,8413,258
1889,8413,218
1890,8413,595
1891,8413,636
1892,8413,456
1893,8413,87
1894,8413,135
1895,8413,527
1896,8413,566
1897,8413,519
1898,8413,513
1899,8413,390
1900,8413,605
1901,8426,135
1902,8426,256
1903,8426,426
1904,8426,527
1905,8426,595
1906,8426,255
1907,8426,133
1908,8426,136
1909,8426,277
1910,8426,218
1911,8426,275
1912,8426,278
1913,8426,276
1914,8426,529
1915,8426,274
1916,8426,335
1917,8426,259
1918,8426,301
1919,8426,590
1920,8426,132
1921,8479,133
1922,8479,275
1923,8479,255
1924,8479,426
1925,8479,328
1926,8479,277
1927,8479,261
1928,8479,192
1929,8479,136
1930,8479,132
1931,8479,257
1932,8479,321
1933,8479,594
1934,8479,256
1935,8479,27
1936,8479,259
1937,8479,636
1938,8479,391
1939,8479,488
1940,8479,125
1941,8526,133
1942,8526,275
1943,8526,135
1944,8526,255
1945,8526,257
1946,8526,595
1947,8526,132
1948,8526,258
1949,8526,329
1950,8526,277
1951,8526,136
1952,8526,519
1953,8526,218
1954,8526,456
1955,8526,503
